Concept_A	Concept_B	Annotator_1	Annotator_2	Annotator_3	Annotator_4	Annotator_5	Annotator_6	Annotator_7	Annotator_8	Annotator_9	Annotator_10	Annotator_11	Annotator_12	Annotator_13
Logic_programming	Software_design	3	3	3										
Cryptography	Privacy	3	1	2										
Syntax	Probability_theory	3	3	3										
Functional_programming	Combinatorics	3	3	3										
Expert_system	Artificial_intelligence	1	1	1										
C_(programming_language)	Object-oriented_programming	3	3	2										
Database_design	Database_management_system	1	2	2										
Kalman_filter	Markov_chain	3	1	3										
Neural_network	Algorithm	1	1	1										
Cryptanalysis	Algorithm	1	3	1										
Time_complexity	Algorithm	1	2	1										
Network_security	Security	1	1	1										
Ordinary_differential_equation	Partial_differential_equation	2	2	2										
Relational_database	Database	1	1	1										
Artificial_intelligence	Computer	1	1	1										
Statistical_inference	Statistical_hypothesis_testing	2	2	1										
Database_management_system	Relational_database	2	1	4										
Index_(database)	Algorithm_design	3	3	1										
NP-complete	P_versus_NP_problem	2	3	1										
Natural_language_processing	Number_theory	3	3	3										
Computer_architecture	Compiler	3	2	3										
Computer_network	Unix	3	3	4										
Graph_theory	Computer_programming	3	3	1										
Index_(database)	Relational_algebra	3	2	2										
Probabilistic_method	Graph_theory	3	3	3										
Functional_programming	Control_flow	3	3	1										
Software_engineering	Software_development	1	1	2										
Input/output	Procedural_programming	3	2	2										
ML_(programming_language)	Scope_(computer_science)	3	3	3										
NP-hard	Linear_programming	3	3	3										
Calculus_of_variations	Probability_theory	3	1	2										
Computer_network	Distributed_database	3	2	2										
Theory_of_computation	Algorithm	1	3	2										
Computer_architecture	Graphical_user_interface	3	3	3										
Convex_set	Linear_programming	3	2	2										
Mathematics	Algorithm	3	2	2										
Parallel_computing	Time_complexity	1	3	1										
File_system	Operating_system	3	1	1										
Computer_programming	Analysis_of_algorithms	1	3	2										
Algorithm	Geometric_modeling	2	3	3										
Functional_programming	Automatic_programming	3	3	2										
Lazy_evaluation	Exception_handling	3	3	3										
Partial_differential_equation	Matrix_(mathematics)	3	1	4										
Parallel_computing	Functional_programming	3	3	3										
Computer_programming	Graph_theory	3	3	2										
Lexical_analysis	Scope_(computer_science)	3	3	1										
Volume_rendering	Rendering_(computer_graphics)	1	1	1										
Data_(computing)	Data_structure	2	2	3										
CPU_cache	Performance_tuning	1	1	3										
Approximation_algorithm	Flow_network	3	3	1										
Numerical_analysis	Floating_point	3	1	1										
Database	Operating_system	3	1	1										
Denotational_semantics	Programming_language	1	1	3										
Computer_security	Computer_network	1	3	3										
C_(programming_language)	Abstraction_(computer_science)	3	3	2										
Sufficient_statistic	Random_variable	1	1	1										
Reason	Mathematical_proof	3	2	2										
Graph_theory	Computational_complexity_theory	3	3	3										
Distributed_computing	Software_development	3	3	1										
Formal_language	Regular_expression	2	3	3										
Database_normalization	Database	1	1	1										
Computer_programming	Combinatorics	3	3	1										
Functional_programming	Graph_theory	3	3	3										
Hidden_Markov_model	Probability	1	1	1										
Scripting_language	Compiler	3	1	3										
Automatic_programming	Computer_science	1	1	1										
Artificial_intelligence	Natural_language_processing	2	2	3										
Linguistics	Speech_recognition	3	2	2										
Hidden_Markov_model	Markov_chain	1	1	1										
Spanning_tree	Graph_theory	1	1	1										
Prolog	Floating_point	3	3	3										
Functional_programming	High-level_programming_language	3	3	2										
Quantum_mechanics	Randomness	1	1	1										
Stack_(data_structure)	Array_data_structure	3	1	1										
Personal_computer	Computer_network	3	3	3										
File_system	Computing	1	1	1										
Assembly_language	Computer	1	1	1										
Query_optimization	Database_management_system	1	2	1										
Markov_process	Markov_chain	2	1	2										
Memory_hierarchy	Computer_architecture	1	1	1										
Data_structure	String_(computer_science)	3	3	1										
Calculus_of_variations	Continuous_function	1	1	1										
Information_theory	Computer_science	3	3	4										
Analysis_of_algorithms	Game_theory	3	3	3										
Computer_network	Operating_system	3	3	1										
Database_management_system	Database_transaction	2	1	1										
Economics	Dynamic_programming	3	3	3										
Randomness	Statistical_hypothesis_testing	2	2	2										
Analysis_of_algorithms	Computational_geometry	2	2	3										
Traffic_analysis	Encryption	3	3	3										
Parallel_computing	Dynamic_programming	3	3	3										
Privacy	Computer_network	3	3	3										
Artificial_intelligence	Game_theory	3	3	3										
Ordinary_differential_equation	Boundary_value_problem	2	2	2										
Cryptography	Information_security	1	1	1										
Computational_complexity_theory	Regular_language	2	3	3										
Web_search_engine	Library	3	3	3										
Programming_language	Graph_theory	3	3	3										
Mathematics	Algebra	2	2	2										
Graph_theory	Mathematical_optimization	3	3	3										
Parallel_computing	Computer_architecture	3	3	1										
Machine_learning	Computer_programming	3	1	1										
Functional_programming	Computational_geometry	3	3	3										
Scientific_modelling	Computer_science	3	3	3										
Dynamic_programming	Combinatorial_optimization	3	3	2										
Image_processing	Digital_image_processing	2	2	2										
Kernel_(computing)	Unix	3	1	3										
Linear_algebra	Eigenvalues_and_eigenvectors	2	2	2										
Bioinformatics	Genetic_algorithm	3	3	2										
Cryptography	Discrete_mathematics	1	3	3										
Database	Computer_science	1	1	1										
Computer	C_(programming_language)	2	2	2										
Image_processing	3D_computer_graphics	3	2	2										
Object-oriented_programming	Functional_programming	3	3	3										
Operating_system	Library_(computing)	3	3	3										
Context-free_language	Finite-state_machine	3	3	1										
Rendering_(computer_graphics)	Mathematics	1	1	3										
Statistical_inference	Probability	1	1	1										
C++	Application_software	3	3	2										
Theoretical_computer_science	NP-complete	2	3	2										
Transaction_processing	Distributed_database	3	2	1										
Robotics	Software_engineering	3	1	1										
Central_processing_unit	Memory_hierarchy	3	3	2										
Turing_machine	List_of_undecidable_problems	2	2	3										
Propositional_calculus	Predicate_logic	2	1	3										
Data	Relational_model	2	2	2										
Very_long_instruction_word	Graphics_processing_unit	3	3	3										
Lexical_semantics	Semantics	1	1	1										
Data_structure	Data	1	1	1										
Cryptanalysis	Encryption	1	2	4										
Programming_language	Turing_machine	3	3	3										
Pattern_matching	Programming_language	3	3	1										
Multiprocessing	Distributed_computing	3	2	3										
Finite-state_machine	Turing_machine	3	2	3										
Software_design	Python_(programming_language)	3	3	4										
Cryptanalysis	Modular_arithmetic	1	3	1										
Mathematical_optimization	Information_theory	3	3	3										
Software_engineering	Debugging	1	1	1										
Graphical_model	Statistical_hypothesis_testing	3	3	1										
Computational_science	Computer_programming	3	3	1										
Atomicity_(database_systems)	Operating_system	3	3	1										
System_programming	Computer	1	1	1										
C++	Computer_programming	1	1	1										
Computational_geometry	Database	3	3	3										
Statistical_hypothesis_testing	Statistical_inference	1	1	2										
Object_(computer_science)	Computer_science	1	1	1										
Prolog	Object-oriented_programming	3	3	1										
Parallel_computing	Computer_science	1	1	1										
Computer_science	Computer_network	2	2	2										
Computational_complexity_theory	Discrete_mathematics	3	1	1										
Inheritance_(object-oriented_programming)	Object-oriented_programming	1	1	1										
Programming_language	Debugging	2	2	1										
Database	Transaction_processing	3	1	2										
Modular_programming	Java_(programming_language)	3	3	3										
Concurrency_control	Computational_geometry	3	3	3										
Undecidable_problem	Mathematical_proof	1	1	1										
Polymorphism_(computer_science)	Data_structure	3	3	3										
Functional_programming	Assembly_language	3	3	3										
Iteration	Algorithm	3	3	1										
Malware	Debugging	3	3	3										
Parsing	Knowledge_representation_and_reasoning	3	3	2										
Programming_paradigm	Object_(computer_science)	3	3	2										
Computation	Computing	3	3	4										
Amortized_analysis	Best,_worst_and_average_case	1	1	2										
Propositional_calculus	Recursion	3	3	3										
Computer_animation	Motion_capture	2	3	2										
Personal_computer	Computer_graphics	3	3	2										
Probability	Hidden_Markov_model	2	2	2										
Database_management_system	Computer_science	1	1	1										
Prolog	Functional_programming	3	3	1										
Firewall_(computing)	Information_security	1	1	1										
Computer_graphics	Simulation	3	2	2										
Mathematics	Computer_science	2	2	2										
Machine_learning	Document_classification	2	2	2										
Algorithm	Conjugate_gradient_method	2	2	2										
Parabola	Integral	3	3	3										
HTML	Java_(programming_language)	3	3	3										
Feature_extraction	Edge_detection	2	1	2										
Operating_system	Virtual_memory	2	2	2										
Algorithm	Computer_graphics	2	2	2										
Parametric_polymorphism	String_(computer_science)	3	3	3										
Semantics	Natural_language_processing	2	2	1										
Parallel_computing	Object-oriented_programming	3	3	3										
Discrete_mathematics	Graph_(mathematics)	2	2	1										
Computer_programming	Data_type	2	1	2										
Algorithm	Computing	1	1	1										
Scripting_language	Logic_programming	3	3	3										
Compiler	Processor_register	3	3	3										
Recursion_(computer_science)	Algorithm	2	1	1										
Information_retrieval	Data_mining	3	1	2										
Data_structure	Java_(programming_language)	3	3	3										
Probability	Inference	2	2	2										
C_(programming_language)	Data_structure	3	3	3										
Complexity_class	Regular_language	3	3	3										
Analysis_of_algorithms	Parallel_computing	2	3	2										
Statistical_hypothesis_testing	Random_variable	1	1	1										
Software_development	Analysis_of_algorithms	3	1	2										
C_(programming_language)	Floating_point	3	3	3										
Quantum_mechanics	Quantum_computer	2	2	2										
Eigenvalues_and_eigenvectors	Matrix_(mathematics)	1	1	1										
XML	Java_(programming_language)	3		3								3		
Programming_language	ML_(programming_language)	2		2								1		
Programming_language	Prolog	2		2								2		
Language_model	Finite-state_machine	3		2								1		
Information_retrieval	Privacy	3		1								3		
Robotics	Methodology	3		1								3		
Data_structure	Linked_list	2		2								1		
Random_walk	Markov_chain	1		1								3		
Functional_programming	Algorithm	3		3								3		
Functional_programming	Variable_(computer_science)	1		3								1		
Debugging	Control_flow	1		1								3		
Randomization	Statistical_hypothesis_testing	3		2								2		
Ordinary_differential_equation	Numerical_integration	3		1								3		
Parsing	Algorithm_design	1		1								3		
Computer_software	Personal_computer	1		3								3		
Software_engineering	Transaction_processing	3		3								3		
Data_model	Computer	1		2								2		
Mathematical_optimization	Finite_difference	3		2								1		
Data_structure	Algorithm_design	3		1								3		
Graph_theory	Analysis_of_algorithms	3		1								2		
NP-complete	Computer_science	1		1								2		
Constraint_satisfaction	Mathematical_optimization	3		3								2		
Array_data_structure	Linked_list	3		3								3		
Computer_science	Imperative_programming	2		2								1		
Computer	Matrix_(mathematics)	3		3								3		
Economics	P_versus_NP_problem	3		3								3		
Linear_programming	Flow_network	3		2								1		
Artificial_intelligence	Computational_science	1		1								3		
